application,load,type,compressor,iteration,time,repetition
YATSERVER,BINCSVH3,INFINITE,entropy,2,1.222654819488525,7
YATSERVER,BINCSVH3,INFINITE,entropy,2,1.002551317214965,8
YATSERVER,BINCSVH3,INFINITE,entropy,2,1.003655195236206,9
YATSERVER,BINCSVH3,INFINITE,entropy,2,1.037558317184448,10
YATSERVER,BINCSVH3,INFINITE,entropy,2,0.99971604347229,11
YATSERVER,BINCSVH3,INFINITE,entropy,2,0.9901368618011471,12
YATSERVER,BINCSVH3,INFINITE,entropy,2,0.996361494064331,13
YATSERVER,BINCSVH3,INFINITE,entropy,2,2.7653648853302,14
YATSERVER,BINCSVH3,INFINITE,entropy,2,0.9882090091705321,15
YATSERVER,BINCSVH3,INFINITE,entropy,2,1.016448020935058,16
YATSERVER,BINCSVH3,INFINITE,entropy,2,1.073888301849365,17
YATSERVER,BINCSVH3,INFINITE,entropy,2,0.9950876235961911,18
YATSERVER,BINCSVH3,INFINITE,entropy,2,0.9940710067749021,19
YATSERVER,BINCSVH3,INFINITE,entropy,2,0.9992761611938471,20
YATSERVER,BINCSVH3,INFINITE,entropy,2,1.022250652313232,21
YATSERVER,BINCSVH3,INFINITE,entropy,2,1.024747133255004,22
YATSERVER,BINCSVH3,INFINITE,entropy,2,1.000018119812011,23
YATSERVER,BINCSVH3,INFINITE,entropy,2,0.9911177158355711,24
YATSERVER,BINCSVH3,INFINITE,entropy,2,1.1243617534637451,25
YATSERVER,BINCSVH3,INFINITE,entropy,2,1.011683464050293,26
YATSERVER,BINCSVH3,INFINITE,entropy,2,1.044089794158935,27
YATSERVER,BINCSVH3,INFINITE,entropy,2,1.037807941436767,28
YATSERVER,BINCSVH3,INFINITE,entropy,2,1.019115924835205,29
YATSERVER,BINCSVH3,INFINITE,ppmd,3,1.609879732131958,0
YATSERVER,BINCSVH3,INFINITE,ppmd,3,1.6146352291107169,1
YATSERVER,BINCSVH3,INFINITE,ppmd,3,1.610275268554687,2
YATSERVER,BINCSVH3,INFINITE,ppmd,3,1.601462602615356,3
YATSERVER,BINCSVH3,INFINITE,ppmd,3,1.629035472869873,4
YATSERVER,BINCSVH3,INFINITE,ppmd,3,1.626403570175171,5
YATSERVER,BINCSVH3,INFINITE,ppmd,3,1.5990862846374512,6
YATSERVER,BINCSVH3,INFINITE,ppmd,3,1.593325138092041,7
YATSERVER,BINCSVH3,INFINITE,ppmd,3,1.6344735622406001,8
YATSERVER,BINCSVH3,INFINITE,ppmd,3,1.623847961425781,9
YATSERVER,BINCSVH3,INFINITE,ppmd,3,1.614977836608886,10
YATSERVER,BINCSVH3,INFINITE,ppmd,3,1.639350414276123,11
YATSERVER,BINCSVH3,INFINITE,ppmd,3,1.613374948501587,12
YATSERVER,BINCSVH3,INFINITE,ppmd,3,1.96821904182434,13
YATSERVER,BINCSVH3,INFINITE,ppmd,3,1.758253097534179,14
YATSERVER,BINCSVH3,INFINITE,ppmd,3,1.6024982929229732,15
YATSERVER,BINCSVH3,INFINITE,ppmd,3,1.625319242477417,16
YATSERVER,BINCSVH3,INFINITE,ppmd,3,1.623414278030395,17
YATSERVER,BINCSVH3,INFINITE,ppmd,3,1.623140096664428,18
YATSERVER,BINCSVH3,INFINITE,ppmd,3,1.640686988830566,19
YATSERVER,BINCSVH3,INFINITE,ppmd,3,1.600292205810546,20
YATSERVER,BINCSVH3,INFINITE,ppmd,3,1.6284193992614742,21
YATSERVER,BINCSVH3,INFINITE,ppmd,3,1.6245753765106201,22
YATSERVER,BINCSVH3,INFINITE,ppmd,3,1.64896535873413,23
YATSERVER,BINCSVH3,INFINITE,ppmd,3,1.603980302810669,24
YATSERVER,BINCSVH3,INFINITE,ppmd,3,1.77238917350769,25
YATSERVER,BINCSVH3,INFINITE,ppmd,3,1.626066446304321,26
YATSERVER,BINCSVH3,INFINITE,ppmd,3,1.744042158126831,27
YATSERVER,BINCSVH3,INFINITE,ppmd,3,1.659217834472656,28
YATSERVER,BINCSVH3,INFINITE,ppmd,3,1.621282339096069,29
YATSERVER,BINCSVH3,INFINITE,zlib,3,0.651973724365234,0
YATSERVER,BINCSVH3,INFINITE,zlib,3,0.6503725051879881,1
YATSERVER,BINCSVH3,INFINITE,zlib,3,0.6783232688903801,2
YATSERVER,BINCSVH3,INFINITE,zlib,3,0.6426784992218011,3
YATSERVER,BINCSVH3,INFINITE,zlib,3,0.648333549499511,4
YATSERVER,BINCSVH3,INFINITE,zlib,3,0.65316367149353,5
YATSERVER,BINCSVH3,INFINITE,zlib,3,0.6574053764343261,6
YATSERVER,BINCSVH3,INFINITE,zlib,3,0.6545500755310051,7
YATSERVER,BINCSVH3,INFINITE,zlib,3,0.6493618488311761,8
YATSERVER,BINCSVH3,INFINITE,zlib,3,0.65873122215271,9
YATSERVER,BINCSVH3,INFINITE,zlib,3,0.655827283859252,10
YATSERVER,BINCSVH3,INFINITE,zlib,3,0.675522089004516,11
YATSERVER,BINCSVH3,INFINITE,zlib,3,0.656315326690673,12
YATSERVER,BINCSVH3,INFINITE,zlib,3,0.665761947631835,13
YATSERVER,BINCSVH3,INFINITE,zlib,3,0.6453757286071771,14
YATSERVER,BINCSVH3,INFINITE,zlib,3,0.6800241470336911,15
YATSERVER,BINCSVH3,INFINITE,zlib,3,0.6605224609375,16
YATSERVER,BINCSVH3,INFINITE,zlib,3,0.682348012924194,17
YATSERVER,BINCSVH3,INFINITE,zlib,3,0.675983428955078,18
YATSERVER,BINCSVH3,INFINITE,zlib,3,0.65838074684143,19
YATSERVER,BINCSVH3,INFINITE,zlib,3,0.6601514816284181,20
YATSERVER,BINCSVH3,INFINITE,zlib,3,0.6555235385894771,21
YATSERVER,BINCSVH3,INFINITE,zlib,3,0.6502604484558101,22
YATSERVER,BINCSVH3,INFINITE,zlib,3,0.64541220664978,23
YATSERVER,BINCSVH3,INFINITE,zlib,3,0.647922992706298,24
YATSERVER,BINCSVH3,INFINITE,zlib,3,0.660855054855346,25
YATSERVER,BINCSVH3,INFINITE,zlib,3,0.6438019275665281,26
YATSERVER,BINCSVH3,INFINITE,zlib,3,0.6546611785888671,27
YATSERVER,BINCSVH3,INFINITE,zlib,3,0.654121160507202,28
YATSERVER,BINCSVH3,INFINITE,zlib,3,0.684348106384277,29
YATSERVER,BINCSVH3,MONO,heif,6,100.48135638237,0
YATSERVER,BINCSVH3,MONO,heif,6,100.81687378883362,1
YATSERVER,BINCSVH3,MONO,heif,6,99.92189240455627,2
YATSERVER,BINCSVH3,MONO,heif,6,100.5959620475769,3
YATSERVER,BINCSVH3,MONO,heif,6,99.37619757652283,4
YATSERVER,BINCSVH3,MONO,heif,6,100.69900751113892,5
YATSERVER,BINCSVH3,MONO,heif,6,100.25189089775085,6
YATSERVER,BINCSVH3,MONO,heif,6,99.49904298782349,7
YATSERVER,BINCSVH3,MONO,heif,6,100.3583333492279,8
YATSERVER,BINCSVH3,MONO,heif,6,98.35040092468262,9
YATSERVER,BINCSVH3,MONO,heif,6,100.10153245925903,10
YATSERVER,BINCSVH3,MONO,heif,6,99.19636154174805,11
YATSERVER,BINCSVH3,MONO,heif,6,101.8096866607666,12
YATSERVER,BINCSVH3,MONO,heif,6,99.8084819316864,13
YATSERVER,BINCSVH3,MONO,heif,6,102.4023699760437,14
YATSERVER,BINCSVH3,MONO,heif,6,98.86309456825256,15
YATSERVER,BINCSVH3,MONO,heif,6,99.91339063644409,16
YATSERVER,BINCSVH3,MONO,heif,6,99.53423500061035,17
YATSERVER,BINCSVH3,MONO,heif,6,100.72400212287903,18
YATSERVER,BINCSVH3,MONO,heif,6,101.92913484573364,19
YATSERVER,BINCSVH3,MONO,heif,6,101.1459572315216,20
YATSERVER,BINCSVH3,MONO,heif,6,104.0728497505188,21
YATSERVER,BINCSVH3,MONO,heif,6,100.96004843711853,22
YATSERVER,BINCSVH3,MONO,heif,6,101.29974555969238,23
YATSERVER,BINCSVH3,MONO,heif,6,99.59199666976929,24
YATSERVER,BINCSVH3,MONO,heif,6,100.0200765132904,25
YATSERVER,BINCSVH3,MONO,heif,6,99.29533195495605,26
YATSERVER,BINCSVH3,MONO,heif,6,99.959543466568,27
YATSERVER,BINCSVH3,MONO,heif,6,98.72515153884888,28
YATSERVER,BINCSVH3,MONO,heif,6,101.00395798683167,29
YATSERVER,BINCSVH3,MONO,entropy,3,1.474215507507324,0
YATSERVER,BINCSVH3,MONO,entropy,3,1.566322803497314,1
YATSERVER,BINCSVH3,MONO,entropy,3,1.296152830123901,2
YATSERVER,BINCSVH3,MONO,entropy,3,1.298827886581421,3
YATSERVER,BINCSVH3,MONO,entropy,3,1.297965049743652,4
YATSERVER,BINCSVH3,MONO,entropy,3,1.316270589828491,5
YATSERVER,BINCSVH3,MONO,entropy,3,1.3415296077728271,6
YATSERVER,BINCSVH3,MONO,entropy,3,1.307322025299072,7
YATSERVER,BINCSVH3,MONO,entropy,3,3.207075834274292,8
YATSERVER,BINCSVH3,MONO,entropy,3,1.323190450668335,9
YATSERVER,BINCSVH3,MONO,entropy,3,1.412421703338623,10
YATSERVER,BINCSVH3,MONO,entropy,3,1.6716158390045162,11
YATSERVER,BINCSVH3,MONO,entropy,3,1.249614715576171,12
YATSERVER,BINCSVH3,MONO,entropy,3,1.318136215209961,13
YATSERVER,BINCSVH3,MONO,entropy,3,1.319042921066284,14
YATSERVER,BINCSVH3,MONO,entropy,3,1.338602781295776,15
YATSERVER,BINCSVH3,MONO,entropy,3,1.31363844871521,16
YATSERVER,BINCSVH3,MONO,entropy,3,1.287862300872802,17
YATSERVER,BINCSVH3,MONO,entropy,3,1.398290872573852,18
YATSERVER,BINCSVH3,MONO,entropy,3,1.569351911544799,19
YATSERVER,BINCSVH3,MONO,entropy,3,1.561813831329345,20
YATSERVER,BINCSVH3,MONO,entropy,3,1.345410108566284,21
YATSERVER,BINCSVH3,MONO,entropy,3,1.328161239624023,22
YATSERVER,BINCSVH3,MONO,entropy,3,2.926818609237671,23
YATSERVER,BINCSVH3,MONO,entropy,3,1.548247814178466,24
YATSERVER,BINCSVH3,MONO,entropy,3,1.555468559265136,25
YATSERVER,BINCSVH3,MONO,entropy,3,1.4404544830322261,26
YATSERVER,BINCSVH3,MONO,entropy,3,1.2805898189544669,27
YATSERVER,BINCSVH3,MONO,entropy,3,1.34304404258728,28
YATSERVER,BINCSVH3,MONO,entropy,3,1.2987697124481201,29
YATSERVER,BINCSVH3,MONO,ppmd,2,1.215540885925293,0
YATSERVER,BINCSVH3,MONO,ppmd,2,1.251973390579223,1
YATSERVER,BINCSVH3,MONO,ppmd,2,1.25593900680542,2
YATSERVER,BINCSVH3,MONO,ppmd,2,1.256456136703491,3
YATSERVER,BINCSVH3,MONO,ppmd,2,1.256547212600708,4
YATSERVER,BINCSVH3,MONO,ppmd,2,1.246874332427978,5
YATSERVER,BINCSVH3,MONO,ppmd,2,1.2425503730773921,6
YATSERVER,BINCSVH3,MONO,ppmd,2,1.403769731521606,7
YATSERVER,BINCSVH3,MONO,ppmd,2,1.2511587142944331,8
YATSERVER,BINCSVH3,MONO,ppmd,2,1.244241714477539,9
YATSERVER,BINCSVH3,MONO,ppmd,2,1.258407354354858,10
YATSERVER,BINCSVH3,MONO,ppmd,2,1.247240543365478,11
YATSERVER,BINCSVH3,MONO,ppmd,2,1.25270390510559,12
YATSERVER,BINCSVH3,MONO,ppmd,2,1.243156909942627,13
YATSERVER,BINCSVH3,MONO,ppmd,2,1.249176740646362,14
YATSERVER,BINCSVH3,MONO,ppmd,2,1.270716428756713,15
YATSERVER,BINCSVH3,MONO,ppmd,2,1.246594905853271,16
YATSERVER,BINCSVH3,MONO,ppmd,2,1.250458002090454,17
YATSERVER,BINCSVH3,MONO,ppmd,2,1.253968954086303,18
YATSERVER,BINCSVH3,MONO,ppmd,2,1.24021577835083,19
YATSERVER,BINCSVH3,MONO,ppmd,2,1.262712240219116,20
YATSERVER,BINCSVH3,MONO,ppmd,2,1.249778747558593,21
YATSERVER,BINCSVH3,MONO,ppmd,2,1.234919071197509,22
YATSERVER,BINCSVH3,MONO,ppmd,2,1.266538858413696,23
YATSERVER,BINCSVH3,MONO,ppmd,2,1.253969192504882,24
YATSERVER,BINCSVH3,MONO,ppmd,2,1.233943700790405,25
YATSERVER,BINCSVH3,MONO,ppmd,2,1.247524261474609,26
YATSERVER,BINCSVH3,MONO,ppmd,2,1.3031032085418701,27
YATSERVER,BINCSVH3,MONO,ppmd,2,1.395705699920654,28
YATSERVER,BINCSVH3,MONO,ppmd,2,1.275598764419555,29
YATSERVER,BINCSVH3,MONO,zlib,2,0.515019416809082,0
YATSERVER,BINCSVH3,MONO,zlib,2,0.5305793285369871,1
YATSERVER,BINCSVH3,MONO,zlib,2,0.512423753738403,2
YATSERVER,BINCSVH3,MONO,zlib,2,0.521487236022949,3
YATSERVER,BINCSVH3,MONO,zlib,2,0.5228643417358391,4
YATSERVER,BINCSVH3,MONO,zlib,2,0.5130016803741451,5
YATSERVER,BINCSVH3,MONO,zlib,2,0.520122051239013,6
YATSERVER,BINCSVH3,MONO,zlib,2,0.507063627243042,7
YATSERVER,BINCSVH3,MONO,zlib,2,0.5139834880828851,8
YATSERVER,BINCSVH3,MONO,zlib,2,0.5177671909332271,9
YATSERVER,BINCSVH3,MONO,zlib,2,0.5185110569000241,10
YATSERVER,BINCSVH3,MONO,zlib,2,0.51051378250122,11
YATSERVER,BINCSVH3,MONO,zlib,2,0.51355242729187,12
YATSERVER,BINCSVH3,MONO,zlib,2,0.512941837310791,13
YATSERVER,BINCSVH3,MONO,zlib,2,0.5198757648468011,14
YATSERVER,BINCSVH3,MONO,zlib,2,0.628130912780761,15
YATSERVER,BINCSVH3,MONO,zlib,2,0.57042646408081,16
YATSERVER,BINCSVH3,MONO,zlib,2,0.5236105918884271,17
YATSERVER,BINCSVH3,MONO,zlib,2,0.507736444473266,18
YATSERVER,BINCSVH3,MONO,zlib,2,0.5197458267211911,19
YATSERVER,BINCSVH3,MONO,zlib,2,0.520393371582031,20
YATSERVER,BINCSVH3,MONO,zlib,2,0.531890630722045,21
YATSERVER,BINCSVH3,MONO,zlib,2,0.5297226905822751,22
YATSERVER,BINCSVH3,MONO,zlib,2,0.5107042789459221,23
YATSERVER,BINCSVH3,MONO,zlib,2,0.517488002777099,24
YATSERVER,BINCSVH3,MONO,zlib,2,0.523457050323486,25
YATSERVER,BINCSVH3,MONO,zlib,2,0.512950420379638,26
YATSERVER,BINCSVH3,MONO,zlib,2,0.518858671188354,27
YATSERVER,BINCSVH3,MONO,zlib,2,0.5134921073913571,28
YATSERVER,BINCSVH3,MONO,zlib,2,0.5102765560150141,29
YATSERVER,BINCSVH3,NOBREAK,heif,6,100.98251485824585,0
YATSERVER,BINCSVH3,NOBREAK,heif,6,110.74814081192017,1
YATSERVER,BINCSVH3,NOBREAK,heif,6,105.10391545295715,2
YATSERVER,BINCSVH3,NOBREAK,heif,6,105.70745086669922,3
YATSERVER,BINCSVH3,NOBREAK,heif,6,102.50444149971008,4
YATSERVER,BINCSVH3,NOBREAK,heif,6,103.000816822052,5
YATSERVER,BINCSVH3,NOBREAK,heif,6,101.57855081558228,6
YATSERVER,BINCSVH3,NOBREAK,heif,6,102.7812249660492,7
YATSERVER,BINCSVH3,NOBREAK,heif,6,101.55344581604004,8
YATSERVER,BINCSVH3,NOBREAK,heif,6,101.90687942504883,9
YATSERVER,BINCSVH3,NOBREAK,heif,6,103.23331880569458,10
YATSERVER,BINCSVH3,NOBREAK,heif,6,101.74964714050293,11
YATSERVER,BINCSVH3,NOBREAK,heif,6,103.35076093673706,12
YATSERVER,BINCSVH3,NOBREAK,heif,6,101.91978812217712,13
YATSERVER,BINCSVH3,NOBREAK,heif,6,100.92061185836792,14
YATSERVER,BINCSVH3,NOBREAK,heif,6,101.39931845664978,15
YATSERVER,BINCSVH3,NOBREAK,heif,6,102.09144186973572,16
YATSERVER,BINCSVH3,NOBREAK,heif,6,102.80267786979675,17
YATSERVER,BINCSVH3,NOBREAK,heif,6,102.54941248893738,18
YATSERVER,BINCSVH3,NOBREAK,heif,6,103.42189741134644,19
YATSERVER,BINCSVH3,NOBREAK,heif,6,103.16106724739075,20
YATSERVER,BINCSVH3,NOBREAK,heif,6,105.97046375274658,21
YATSERVER,BINCSVH3,NOBREAK,heif,6,101.79901266098022,22
YATSERVER,BINCSVH3,NOBREAK,heif,6,103.63688898086548,23
YATSERVER,BINCSVH3,NOBREAK,heif,6,102.98627161979675,24
YATSERVER,BINCSVH3,NOBREAK,heif,6,103.426034450531,25
YATSERVER,BINCSVH3,NOBREAK,heif,6,103.79780220985413,26
YATSERVER,BINCSVH3,NOBREAK,heif,6,102.88091850280762,27
YATSERVER,BINCSVH3,NOBREAK,heif,6,104.47668480873108,28
YATSERVER,BINCSVH3,NOBREAK,heif,6,104.04174590110779,29
YATSERVER,BINCSVH3,NOBREAK,entropy,29,18.746745824813843,0
YATSERVER,BINCSVH3,NOBREAK,entropy,29,17.73346209526062,1
YATSERVER,BINCSVH3,NOBREAK,entropy,29,15.618570566177368,2
YATSERVER,BINCSVH3,NOBREAK,entropy,29,19.063202619552612,3
YATSERVER,BINCSVH3,NOBREAK,entropy,29,19.416730642318726,4
YATSERVER,BINCSVH3,NOBREAK,entropy,29,15.851646423339844,5
YATSERVER,BINCSVH3,NOBREAK,entropy,29,19.21772837638855,6
YATSERVER,BINCSVH3,NOBREAK,entropy,29,19.70383095741272,7
YATSERVER,BINCSVH3,NOBREAK,entropy,29,15.46834135055542,8
YATSERVER,BINCSVH3,NOBREAK,entropy,29,16.7814462184906,9
YATSERVER,BINCSVH3,NOBREAK,entropy,29,18.154767990112305,10
YATSERVER,BINCSVH3,NOBREAK,entropy,29,15.582247734069824,11
YATSERVER,BINCSVH3,NOBREAK,entropy,29,17.317956686019897,12
YATSERVER,BINCSVH3,NOBREAK,entropy,29,18.12259292602539,13
YATSERVER,BINCSVH3,NOBREAK,entropy,29,15.659923791885376,14
YATSERVER,BINCSVH3,NOBREAK,entropy,29,18.724807739257812,15
YATSERVER,BINCSVH3,NOBREAK,entropy,29,17.50566840171814,16
YATSERVER,BINCSVH3,NOBREAK,entropy,29,15.449585676193237,17
YATSERVER,BINCSVH3,NOBREAK,entropy,29,17.42904257774353,18
YATSERVER,BINCSVH3,NOBREAK,entropy,29,18.533244371414185,19
YATSERVER,BINCSVH3,NOBREAK,entropy,29,16.32418441772461,20
YATSERVER,BINCSVH3,NOBREAK,entropy,29,18.526956796646118,21
YATSERVER,BINCSVH3,NOBREAK,entropy,29,19.46620202064514,22
YATSERVER,BINCSVH3,NOBREAK,entropy,29,15.445818424224854,23
YATSERVER,BINCSVH3,NOBREAK,entropy,29,17.605211973190308,24
YATSERVER,BINCSVH3,NOBREAK,entropy,29,19.436955213546753,25
YATSERVER,BINCSVH3,NOBREAK,entropy,29,15.54529333114624,26
YATSERVER,BINCSVH3,NOBREAK,entropy,29,17.01036024093628,27
YATSERVER,BINCSVH3,NOBREAK,entropy,29,18.33790946006775,28
YATSERVER,BINCSVH3,NOBREAK,entropy,29,15.390546321868896,29
YATSERVER,BINCSVH3,NOBREAK,ppmd,15,7.739248991012573,0
YATSERVER,BINCSVH3,NOBREAK,ppmd,15,7.689716339111328,1
YATSERVER,BINCSVH3,NOBREAK,ppmd,15,7.9499671459198,2
YATSERVER,BINCSVH3,NOBREAK,ppmd,15,7.693328619003296,3
YATSERVER,BINCSVH3,NOBREAK,ppmd,15,7.614582538604736,4
YATSERVER,BINCSVH3,NOBREAK,ppmd,15,7.742242813110352,5
YATSERVER,BINCSVH3,NOBREAK,ppmd,15,7.680117607116699,6
YATSERVER,BINCSVH3,NOBREAK,ppmd,15,7.693814992904663,7
YATSERVER,BINCSVH3,NOBREAK,ppmd,15,7.98594069480896,8
YATSERVER,BINCSVH3,NOBREAK,ppmd,15,7.703052759170532,9
YATSERVER,BINCSVH3,NOBREAK,ppmd,15,7.667752265930176,10
YATSERVER,BINCSVH3,NOBREAK,ppmd,15,7.612066745758057,11
YATSERVER,BINCSVH3,NOBREAK,ppmd,15,7.642524480819702,12
YATSERVER,BINCSVH3,NOBREAK,ppmd,15,7.729943513870239,13
YATSERVER,BINCSVH3,NOBREAK,ppmd,15,7.655980587005615,14
YATSERVER,BINCSVH3,NOBREAK,ppmd,15,7.697468280792236,15
YATSERVER,BINCSVH3,NOBREAK,ppmd,15,7.672818899154663,16
YATSERVER,BINCSVH3,NOBREAK,ppmd,15,7.642171859741211,17
YATSERVER,BINCSVH3,NOBREAK,ppmd,15,7.785778284072876,18
YATSERVER,BINCSVH3,NOBREAK,ppmd,15,7.618196487426758,19
YATSERVER,BINCSVH3,NOBREAK,ppmd,15,7.683691024780273,20
YATSERVER,BINCSVH3,NOBREAK,ppmd,15,7.650767803192139,21
YATSERVER,BINCSVH3,NOBREAK,ppmd,15,7.739249229431152,22
YATSERVER,BINCSVH3,NOBREAK,ppmd,15,7.776334762573242,23
YATSERVER,BINCSVH3,NOBREAK,ppmd,15,7.596035957336426,24
YATSERVER,BINCSVH3,NOBREAK,ppmd,15,7.635886907577515,25
YATSERVER,BINCSVH3,NOBREAK,ppmd,15,7.651885986328125,26
YATSERVER,BINCSVH3,NOBREAK,ppmd,15,7.642739295959473,27
YATSERVER,BINCSVH3,NOBREAK,ppmd,15,7.6069464683532715,28
YATSERVER,BINCSVH3,NOBREAK,ppmd,15,7.652174234390259,29
YATSERVER,BINCSVH3,NOBREAK,zlib,19,3.809908151626587,0
YATSERVER,BINCSVH3,NOBREAK,zlib,19,3.827399015426635,1
YATSERVER,BINCSVH3,NOBREAK,zlib,19,3.852288722991943,2
YATSERVER,BINCSVH3,NOBREAK,zlib,19,3.843013763427734,3
YATSERVER,BINCSVH3,NOBREAK,zlib,19,3.805287837982177,4
YATSERVER,BINCSVH3,NOBREAK,zlib,19,3.837705612182617,5
YATSERVER,BINCSVH3,NOBREAK,zlib,19,3.843409538269043,6
YATSERVER,BINCSVH3,NOBREAK,zlib,19,3.816420078277588,7
YATSERVER,BINCSVH3,NOBREAK,zlib,19,3.841580867767334,8
YATSERVER,BINCSVH3,NOBREAK,zlib,19,3.8419666290283203,9
YATSERVER,BINCSVH3,NOBREAK,zlib,19,3.814125537872314,10
YATSERVER,BINCSVH3,NOBREAK,zlib,19,3.799229383468628,11
YATSERVER,BINCSVH3,NOBREAK,zlib,19,3.828053712844848,12
YATSERVER,BINCSVH3,NOBREAK,zlib,19,4.020528793334961,13
YATSERVER,BINCSVH3,NOBREAK,zlib,19,3.771479845046997,14
YATSERVER,BINCSVH3,NOBREAK,zlib,19,3.780091285705566,15
YATSERVER,BINCSVH3,NOBREAK,zlib,19,3.806191921234131,16
YATSERVER,BINCSVH3,NOBREAK,zlib,19,3.813589334487915,17
YATSERVER,BINCSVH3,NOBREAK,zlib,19,3.83442759513855,18
YATSERVER,BINCSVH3,NOBREAK,zlib,19,3.812993288040161,19
YATSERVER,BINCSVH3,NOBREAK,zlib,19,3.804274559020996,20
YATSERVER,BINCSVH3,NOBREAK,zlib,19,3.806915760040283,21
YATSERVER,BINCSVH3,NOBREAK,zlib,19,3.794194221496582,22
YATSERVER,BINCSVH3,NOBREAK,zlib,19,3.816386461257934,23
YATSERVER,BINCSVH3,NOBREAK,zlib,19,3.967202186584472,24
YATSERVER,BINCSVH3,NOBREAK,zlib,19,3.919408082962036,25
YATSERVER,BINCSVH3,NOBREAK,zlib,19,3.792378425598144,26
YATSERVER,BINCSVH3,NOBREAK,zlib,19,3.8243134021759033,27
YATSERVER,BINCSVH3,NOBREAK,zlib,19,3.819554567337036,28
YATSERVER,BINCSVH3,NOBREAK,zlib,19,3.825678586959839,29
YATSERVER,BINCSVH3,SLEEP,heif,6,106.59412884712219,0
YATSERVER,BINCSVH3,SLEEP,heif,6,100.55062580108643,1
YATSERVER,BINCSVH3,SLEEP,heif,6,103.40286898612976,2
YATSERVER,BINCSVH3,SLEEP,heif,6,101.4678955078125,3
YATSERVER,BINCSVH3,SLEEP,heif,6,102.2082040309906,4
YATSERVER,BINCSVH3,SLEEP,heif,6,101.54934906959534,5
YATSERVER,BINCSVH3,SLEEP,heif,6,102.09926438331604,6
YATSERVER,BINCSVH3,SLEEP,heif,6,101.54870510101318,7
YATSERVER,BINCSVH3,SLEEP,heif,6,102.35085034370422,8
YATSERVER,BINCSVH3,SLEEP,heif,6,104.78862643241882,9
YATSERVER,BINCSVH3,SLEEP,heif,6,102.47731280326843,10
YATSERVER,BINCSVH3,SLEEP,heif,6,102.15733909606934,11
YATSERVER,BINCSVH3,SLEEP,heif,6,102.98960065841675,12
YATSERVER,BINCSVH3,SLEEP,heif,6,100.74586176872253,13
YATSERVER,BINCSVH3,SLEEP,heif,6,102.10303950309753,14
YATSERVER,BINCSVH3,SLEEP,heif,6,102.00595784187317,15
YATSERVER,BINCSVH3,SLEEP,heif,6,100.98964834213257,16
YATSERVER,BINCSVH3,SLEEP,heif,6,102.05651426315308,17
YATSERVER,BINCSVH3,SLEEP,heif,6,103.01367211341858,18
YATSERVER,BINCSVH3,SLEEP,heif,6,101.78233194351196,19
YATSERVER,BINCSVH3,SLEEP,heif,6,110.59392595291138,20
YATSERVER,BINCSVH3,SLEEP,heif,6,105.04518580436707,21
YATSERVER,BINCSVH3,SLEEP,heif,6,102.72273969650269,22
YATSERVER,BINCSVH3,SLEEP,heif,6,101.37504553794861,23
YATSERVER,BINCSVH3,SLEEP,heif,6,114.48270440101624,24
YATSERVER,BINCSVH3,SLEEP,heif,6,100.09261178970337,25
YATSERVER,BINCSVH3,SLEEP,heif,6,102.36895775794983,26
YATSERVER,BINCSVH3,SLEEP,heif,6,105.70929598808289,27
YATSERVER,BINCSVH3,SLEEP,heif,6,103.6461546421051,28
YATSERVER,BINCSVH3,SLEEP,heif,6,107.82165670394897,29
YATSERVER,BINCSVH3,SLEEP,entropy,11,4.231745719909668,0
YATSERVER,BINCSVH3,SLEEP,entropy,11,4.1463704109191895,1
YATSERVER,BINCSVH3,SLEEP,entropy,11,5.6994664669036865,2
YATSERVER,BINCSVH3,SLEEP,entropy,11,4.187679529190063,3
YATSERVER,BINCSVH3,SLEEP,entropy,11,7.474776268005371,4
YATSERVER,BINCSVH3,SLEEP,entropy,11,4.109764099121094,5
YATSERVER,BINCSVH3,SLEEP,entropy,11,4.159835577011108,6
YATSERVER,BINCSVH3,SLEEP,entropy,11,6.592742204666138,7
YATSERVER,BINCSVH3,SLEEP,entropy,11,4.245884418487549,8
YATSERVER,BINCSVH3,SLEEP,entropy,11,4.079037666320801,9
YATSERVER,BINCSVH3,SLEEP,entropy,11,4.063217878341675,10
YATSERVER,BINCSVH3,SLEEP,entropy,11,5.625622987747192,11
YATSERVER,BINCSVH3,SLEEP,entropy,11,4.16880464553833,12
YATSERVER,BINCSVH3,SLEEP,entropy,11,4.098321914672852,13
YATSERVER,BINCSVH3,SLEEP,entropy,11,4.035944938659668,14
YATSERVER,BINCSVH3,SLEEP,entropy,11,4.158602476119995,15
YATSERVER,BINCSVH3,SLEEP,entropy,11,7.304646492004394,16
YATSERVER,BINCSVH3,SLEEP,entropy,11,4.777858734130859,17
YATSERVER,BINCSVH3,SLEEP,entropy,11,4.1821675300598145,18
YATSERVER,BINCSVH3,SLEEP,entropy,11,4.051487445831299,19
YATSERVER,BINCSVH3,SLEEP,entropy,11,4.212363243103027,20
YATSERVER,BINCSVH3,SLEEP,entropy,11,6.379323005676269,21
YATSERVER,BINCSVH3,SLEEP,entropy,11,4.1979820728302,22
YATSERVER,BINCSVH3,SLEEP,entropy,11,4.093022108078003,23
YATSERVER,BINCSVH3,SLEEP,entropy,11,4.115049839019775,24
YATSERVER,BINCSVH3,SLEEP,entropy,11,4.116679430007935,25
