application,load,type,compressor,iteration,time,repetition
YATSERVER,BINCSVL1,UNLOCK,zlib,3,0.65740942955017,23
YATSERVER,BINCSVL1,UNLOCK,zlib,3,0.648892402648925,24
YATSERVER,BINCSVL1,UNLOCK,zlib,3,0.6732711791992181,25
YATSERVER,BINCSVL1,UNLOCK,zlib,3,0.674612760543823,26
YATSERVER,BINCSVL1,UNLOCK,zlib,3,0.654173612594604,27
YATSERVER,BINCSVL1,UNLOCK,zlib,3,0.638771057128906,28
YATSERVER,BINCSVL1,UNLOCK,zlib,3,0.652368545532226,29
YATSERVER,BINCSVL2,ALTCONTROL,heif,12,190.99681735038757,0
YATSERVER,BINCSVL2,ALTCONTROL,heif,12,185.17849493026733,1
YATSERVER,BINCSVL2,ALTCONTROL,heif,12,184.59212708473206,2
YATSERVER,BINCSVL2,ALTCONTROL,heif,12,186.30538630485535,3
YATSERVER,BINCSVL2,ALTCONTROL,heif,12,185.16178917884827,4
YATSERVER,BINCSVL2,ALTCONTROL,heif,12,182.21877551078796,5
YATSERVER,BINCSVL2,ALTCONTROL,heif,12,187.13981294631958,6
YATSERVER,BINCSVL2,ALTCONTROL,heif,12,182.29601383209229,7
YATSERVER,BINCSVL2,ALTCONTROL,heif,12,187.396244764328,8
YATSERVER,BINCSVL2,ALTCONTROL,heif,12,181.79134392738342,9
YATSERVER,BINCSVL2,ALTCONTROL,heif,12,186.12802863121033,10
YATSERVER,BINCSVL2,ALTCONTROL,heif,12,184.87997484207153,11
YATSERVER,BINCSVL2,ALTCONTROL,heif,12,197.00153398513794,12
YATSERVER,BINCSVL2,ALTCONTROL,heif,12,219.3780484199524,13
YATSERVER,BINCSVL2,ALTCONTROL,heif,12,217.17231607437134,14
YATSERVER,BINCSVL2,ALTCONTROL,heif,12,189.75798654556274,15
YATSERVER,BINCSVL2,ALTCONTROL,heif,12,185.82294249534607,16
YATSERVER,BINCSVL2,ALTCONTROL,heif,12,191.8188135623932,17
YATSERVER,BINCSVL2,ALTCONTROL,heif,12,189.39265060424805,18
YATSERVER,BINCSVL2,ALTCONTROL,heif,12,185.24306750297546,19
YATSERVER,BINCSVL2,ALTCONTROL,heif,12,186.3120436668396,20
YATSERVER,BINCSVL2,ALTCONTROL,heif,12,186.46405172348022,21
YATSERVER,BINCSVL2,ALTCONTROL,heif,12,182.00865530967712,22
YATSERVER,BINCSVL2,ALTCONTROL,heif,12,187.00110125541687,23
YATSERVER,BINCSVL2,ALTCONTROL,heif,12,184.15477442741394,24
YATSERVER,BINCSVL2,ALTCONTROL,heif,12,185.1895112991333,25
YATSERVER,BINCSVL2,ALTCONTROL,heif,12,186.27242708206177,26
YATSERVER,BINCSVL2,ALTCONTROL,heif,12,185.39710807800293,27
YATSERVER,BINCSVL2,ALTCONTROL,heif,12,185.96821856498718,28
YATSERVER,BINCSVL2,ALTCONTROL,heif,12,180.30322337150574,29
YATSERVER,BINCSVL2,ALTCONTROL,entropy,2,1.28985595703125,0
YATSERVER,BINCSVL2,ALTCONTROL,entropy,2,1.35294508934021,1
YATSERVER,BINCSVL2,ALTCONTROL,entropy,2,1.710219860076904,2
YATSERVER,BINCSVL2,ALTCONTROL,entropy,2,1.546807527542114,3
YATSERVER,BINCSVL2,ALTCONTROL,entropy,2,4.590168237686157,4
YATSERVER,BINCSVL2,ALTCONTROL,entropy,2,1.29099440574646,5
YATSERVER,BINCSVL2,ALTCONTROL,entropy,2,1.206583261489868,6
YATSERVER,BINCSVL2,ALTCONTROL,entropy,2,1.216888427734375,7
YATSERVER,BINCSVL2,ALTCONTROL,entropy,2,1.209194421768188,8
YATSERVER,BINCSVL2,ALTCONTROL,entropy,2,1.206607341766357,9
YATSERVER,BINCSVL2,ALTCONTROL,entropy,2,1.218350410461425,10
YATSERVER,BINCSVL2,ALTCONTROL,entropy,2,1.19365906715393,11
YATSERVER,BINCSVL2,ALTCONTROL,entropy,2,1.373750686645507,12
YATSERVER,BINCSVL2,ALTCONTROL,entropy,2,1.251105070114135,13
YATSERVER,BINCSVL2,ALTCONTROL,entropy,2,1.215855360031128,14
YATSERVER,BINCSVL2,ALTCONTROL,entropy,2,1.310643196105957,15
YATSERVER,BINCSVL2,ALTCONTROL,entropy,2,1.20961046218872,16
YATSERVER,BINCSVL2,ALTCONTROL,entropy,2,1.226469039916992,17
YATSERVER,BINCSVL2,ALTCONTROL,entropy,2,1.237105846405029,18
YATSERVER,BINCSVL2,ALTCONTROL,entropy,2,1.413201093673706,19
YATSERVER,BINCSVL2,ALTCONTROL,entropy,2,1.240195512771606,20
YATSERVER,BINCSVL2,ALTCONTROL,entropy,2,1.229024171829223,21
YATSERVER,BINCSVL2,ALTCONTROL,entropy,2,4.45792031288147,22
YATSERVER,BINCSVL2,ALTCONTROL,entropy,2,1.260745525360107,23
YATSERVER,BINCSVL2,ALTCONTROL,entropy,2,1.266560554504394,24
YATSERVER,BINCSVL2,ALTCONTROL,entropy,2,1.354554414749145,25
YATSERVER,BINCSVL2,ALTCONTROL,entropy,2,1.455112695693969,26
YATSERVER,BINCSVL2,ALTCONTROL,entropy,2,1.699706792831421,27
YATSERVER,BINCSVL2,ALTCONTROL,entropy,2,1.4729571342468262,28
YATSERVER,BINCSVL2,ALTCONTROL,entropy,2,1.345025300979614,29
YATSERVER,BINCSVL2,ALTCONTROL,ppmd,-1,20.73097825050354,0
YATSERVER,BINCSVL2,ALTCONTROL,ppmd,-1,20.478816747665405,1
YATSERVER,BINCSVL2,ALTCONTROL,ppmd,-1,21.790329456329346,2
YATSERVER,BINCSVL2,ALTCONTROL,ppmd,-1,20.849409818649292,3
YATSERVER,BINCSVL2,ALTCONTROL,ppmd,-1,19.716795444488525,4
YATSERVER,BINCSVL2,ALTCONTROL,ppmd,-1,21.47463631629944,5
YATSERVER,BINCSVL2,ALTCONTROL,ppmd,-1,20.791440963745117,6
YATSERVER,BINCSVL2,ALTCONTROL,ppmd,-1,18.805447816848755,7
YATSERVER,BINCSVL2,ALTCONTROL,ppmd,-1,20.09249496459961,8
YATSERVER,BINCSVL2,ALTCONTROL,ppmd,-1,22.60852289199829,9
YATSERVER,BINCSVL2,ALTCONTROL,ppmd,-1,21.280709505081177,10
YATSERVER,BINCSVL2,ALTCONTROL,ppmd,-1,18.50936198234558,11
YATSERVER,BINCSVL2,ALTCONTROL,ppmd,-1,22.204169988632202,12
YATSERVER,BINCSVL2,ALTCONTROL,ppmd,-1,21.420238971710205,13
YATSERVER,BINCSVL2,ALTCONTROL,ppmd,-1,19.115426063537598,14
YATSERVER,BINCSVL2,ALTCONTROL,ppmd,-1,21.712666273117065,15
YATSERVER,BINCSVL2,ALTCONTROL,ppmd,-1,19.6522479057312,16
YATSERVER,BINCSVL2,ALTCONTROL,ppmd,-1,22.310049533843994,17
YATSERVER,BINCSVL2,ALTCONTROL,ppmd,-1,18.641393184661865,18
YATSERVER,BINCSVL2,ALTCONTROL,ppmd,-1,20.273329257965088,19
YATSERVER,BINCSVL2,ALTCONTROL,ppmd,-1,22.81399154663086,20
YATSERVER,BINCSVL2,ALTCONTROL,ppmd,-1,21.74522042274475,21
YATSERVER,BINCSVL2,ALTCONTROL,ppmd,-1,18.617937088012695,22
YATSERVER,BINCSVL2,ALTCONTROL,ppmd,-1,20.927938222885132,23
YATSERVER,BINCSVL2,ALTCONTROL,ppmd,-1,19.827791452407837,24
YATSERVER,BINCSVL2,ALTCONTROL,ppmd,-1,21.936080932617188,25
YATSERVER,BINCSVL2,ALTCONTROL,ppmd,-1,20.57717752456665,26
YATSERVER,BINCSVL2,ALTCONTROL,ppmd,-1,19.769665718078613,27
YATSERVER,BINCSVL2,ALTCONTROL,ppmd,-1,22.628095626831055,28
YATSERVER,BINCSVL2,ALTCONTROL,ppmd,-1,21.142980098724365,29
YATSERVER,BINCSVL2,ALTCONTROL,zlib,-1,6.264447450637817,0
YATSERVER,BINCSVL2,ALTCONTROL,zlib,-1,6.177327871322632,1
YATSERVER,BINCSVL2,ALTCONTROL,zlib,-1,6.206369161605835,2
YATSERVER,BINCSVL2,ALTCONTROL,zlib,-1,6.243124485015869,3
YATSERVER,BINCSVL2,ALTCONTROL,zlib,-1,6.340652942657471,4
YATSERVER,BINCSVL2,ALTCONTROL,zlib,-1,6.228926181793213,5
YATSERVER,BINCSVL2,ALTCONTROL,zlib,-1,6.268295049667358,6
YATSERVER,BINCSVL2,ALTCONTROL,zlib,-1,6.515108108520508,7
YATSERVER,BINCSVL2,ALTCONTROL,zlib,-1,6.241641283035278,8
YATSERVER,BINCSVL2,ALTCONTROL,zlib,-1,6.21069860458374,9
YATSERVER,BINCSVL2,ALTCONTROL,zlib,-1,6.304025888442993,10
YATSERVER,BINCSVL2,ALTCONTROL,zlib,-1,6.199254512786865,11
YATSERVER,BINCSVL2,ALTCONTROL,zlib,-1,6.264747858047485,12
YATSERVER,BINCSVL2,ALTCONTROL,zlib,-1,6.321700096130371,13
YATSERVER,BINCSVL2,ALTCONTROL,zlib,-1,6.235902547836304,14
YATSERVER,BINCSVL2,ALTCONTROL,zlib,-1,6.2668232917785645,15
YATSERVER,BINCSVL2,ALTCONTROL,zlib,-1,6.558567047119141,16
YATSERVER,BINCSVL2,ALTCONTROL,zlib,-1,6.413366794586182,17
YATSERVER,BINCSVL2,ALTCONTROL,zlib,-1,6.458784341812134,18
YATSERVER,BINCSVL2,ALTCONTROL,zlib,-1,6.243824005126953,19
YATSERVER,BINCSVL2,ALTCONTROL,zlib,-1,6.269641637802124,20
YATSERVER,BINCSVL2,ALTCONTROL,zlib,-1,6.201777458190918,21
YATSERVER,BINCSVL2,ALTCONTROL,zlib,-1,6.2458107471466064,22
YATSERVER,BINCSVL2,ALTCONTROL,zlib,-1,6.247272253036499,23
YATSERVER,BINCSVL2,ALTCONTROL,zlib,-1,6.195197343826294,24
YATSERVER,BINCSVL2,ALTCONTROL,zlib,-1,6.256731271743774,25
YATSERVER,BINCSVL2,ALTCONTROL,zlib,-1,6.591558456420898,26
YATSERVER,BINCSVL2,ALTCONTROL,zlib,-1,6.179274320602417,27
YATSERVER,BINCSVL2,ALTCONTROL,zlib,-1,6.257423162460327,28
YATSERVER,BINCSVL2,ALTCONTROL,zlib,-1,6.232409954071045,29
YATSERVER,BINCSVL2,BCLEAN,heif,22,450.9059319496155,0
YATSERVER,BINCSVL2,BCLEAN,heif,22,452.9420816898346,1
YATSERVER,BINCSVL2,BCLEAN,heif,22,458.25487661361694,2
YATSERVER,BINCSVL2,BCLEAN,heif,22,465.90952587127686,3
YATSERVER,BINCSVL2,BCLEAN,heif,22,447.8965995311737,4
YATSERVER,BINCSVL2,BCLEAN,heif,22,454.0339307785034,5
YATSERVER,BINCSVL2,BCLEAN,heif,22,452.95845079421997,6
YATSERVER,BINCSVL2,BCLEAN,heif,22,446.21690821647644,7
YATSERVER,BINCSVL2,BCLEAN,heif,22,450.37706208229065,8
YATSERVER,BINCSVL2,BCLEAN,heif,22,446.1320025920868,9
YATSERVER,BINCSVL2,BCLEAN,heif,22,450.7727119922638,10
YATSERVER,BINCSVL2,BCLEAN,heif,22,454.17213320732117,11
YATSERVER,BINCSVL2,BCLEAN,heif,22,447.24521040916443,12
YATSERVER,BINCSVL2,BCLEAN,heif,22,450.59911465644836,13
YATSERVER,BINCSVL2,BCLEAN,heif,22,459.0028340816498,14
YATSERVER,BINCSVL2,BCLEAN,heif,22,451.5769727230072,15
YATSERVER,BINCSVL2,BCLEAN,heif,22,450.81396889686584,16
YATSERVER,BINCSVL2,BCLEAN,heif,22,454.37036752700806,17
YATSERVER,BINCSVL2,BCLEAN,heif,22,451.0670645236969,18
YATSERVER,BINCSVL2,BCLEAN,heif,22,450.7211103439331,19
YATSERVER,BINCSVL2,BCLEAN,heif,22,448.5822126865387,20
YATSERVER,BINCSVL2,BCLEAN,heif,22,453.1064031124115,21
YATSERVER,BINCSVL2,BCLEAN,heif,22,448.5093307495117,22
YATSERVER,BINCSVL2,BCLEAN,heif,22,447.9818379878998,23
YATSERVER,BINCSVL2,BCLEAN,heif,22,451.0043008327484,24
YATSERVER,BINCSVL2,BCLEAN,heif,22,446.7541182041168,25
YATSERVER,BINCSVL2,BCLEAN,heif,22,450.23571014404297,26
YATSERVER,BINCSVL2,BCLEAN,heif,22,453.52610445022583,27
YATSERVER,BINCSVL2,BCLEAN,heif,22,446.0433039665222,28
YATSERVER,BINCSVL2,BCLEAN,heif,22,450.14649391174316,29
YATSERVER,BINCSVL2,BCLEAN,entropy,3,1.642091035842895,0
YATSERVER,BINCSVL2,BCLEAN,entropy,3,1.6641919612884521,1
YATSERVER,BINCSVL2,BCLEAN,entropy,3,1.62265658378601,2
YATSERVER,BINCSVL2,BCLEAN,entropy,3,1.595446825027465,3
YATSERVER,BINCSVL2,BCLEAN,entropy,3,1.5696425437927242,4
YATSERVER,BINCSVL2,BCLEAN,entropy,3,1.583702564239502,5
YATSERVER,BINCSVL2,BCLEAN,entropy,3,1.570499658584594,6
YATSERVER,BINCSVL2,BCLEAN,entropy,3,4.756465911865234,7
YATSERVER,BINCSVL2,BCLEAN,entropy,3,1.65998101234436,8
YATSERVER,BINCSVL2,BCLEAN,entropy,3,1.5931622982025142,9
YATSERVER,BINCSVL2,BCLEAN,entropy,3,1.603259325027465,10
YATSERVER,BINCSVL2,BCLEAN,entropy,3,1.5760056972503662,11
YATSERVER,BINCSVL2,BCLEAN,entropy,3,1.590854406356811,12
YATSERVER,BINCSVL2,BCLEAN,entropy,3,1.551442623138427,13
YATSERVER,BINCSVL2,BCLEAN,entropy,3,1.5609931945800781,14
YATSERVER,BINCSVL2,BCLEAN,entropy,3,1.58578610420227,15
YATSERVER,BINCSVL2,BCLEAN,entropy,3,1.5783154964447021,16
YATSERVER,BINCSVL2,BCLEAN,entropy,3,1.552704095840454,17
YATSERVER,BINCSVL2,BCLEAN,entropy,3,1.5653634071350089,18
YATSERVER,BINCSVL2,BCLEAN,entropy,3,1.581819772720337,19
YATSERVER,BINCSVL2,BCLEAN,entropy,3,1.680717945098877,20
YATSERVER,BINCSVL2,BCLEAN,entropy,3,1.561044454574585,21
YATSERVER,BINCSVL2,BCLEAN,entropy,3,4.942138910293579,22
YATSERVER,BINCSVL2,BCLEAN,entropy,3,1.838249921798706,23
YATSERVER,BINCSVL2,BCLEAN,entropy,3,1.9130885601043701,24
YATSERVER,BINCSVL2,BCLEAN,entropy,3,1.9292500019073482,25
YATSERVER,BINCSVL2,BCLEAN,entropy,3,2.24976372718811,26
YATSERVER,BINCSVL2,BCLEAN,entropy,3,2.323765993118286,27
YATSERVER,BINCSVL2,BCLEAN,entropy,3,2.170568704605102,28
YATSERVER,BINCSVL2,BCLEAN,entropy,3,1.762162208557129,29
YATSERVER,BINCSVL2,BCLEAN,ppmd,2,1.308241367340088,0
YATSERVER,BINCSVL2,BCLEAN,ppmd,2,1.320006132125854,1
YATSERVER,BINCSVL2,BCLEAN,ppmd,2,1.308906555175781,2
YATSERVER,BINCSVL2,BCLEAN,ppmd,2,1.323764324188232,3
YATSERVER,BINCSVL2,BCLEAN,ppmd,2,1.2804977893829341,4
YATSERVER,BINCSVL2,BCLEAN,ppmd,2,1.290281534194946,5
YATSERVER,BINCSVL2,BCLEAN,ppmd,2,1.308770656585693,6
YATSERVER,BINCSVL2,BCLEAN,ppmd,2,1.27995491027832,7
YATSERVER,BINCSVL2,BCLEAN,ppmd,2,1.288085222244262,8
YATSERVER,BINCSVL2,BCLEAN,ppmd,2,1.34808874130249,9
YATSERVER,BINCSVL2,BCLEAN,ppmd,2,1.325738668441772,10
YATSERVER,BINCSVL2,BCLEAN,ppmd,2,1.29410433769226,11
YATSERVER,BINCSVL2,BCLEAN,ppmd,2,1.29582929611206,12
YATSERVER,BINCSVL2,BCLEAN,ppmd,2,1.302949666976928,13
YATSERVER,BINCSVL2,BCLEAN,ppmd,2,2.650547504425049,14
YATSERVER,BINCSVL2,BCLEAN,ppmd,2,1.557742834091186,15
YATSERVER,BINCSVL2,BCLEAN,ppmd,2,1.561026573181152,16
YATSERVER,BINCSVL2,BCLEAN,ppmd,2,1.574443817138671,17
YATSERVER,BINCSVL2,BCLEAN,ppmd,2,1.544663906097412,18
YATSERVER,BINCSVL2,BCLEAN,ppmd,2,1.329032659530639,19
YATSERVER,BINCSVL2,BCLEAN,ppmd,2,1.305601358413696,20
YATSERVER,BINCSVL2,BCLEAN,ppmd,2,1.288516044616699,21
YATSERVER,BINCSVL2,BCLEAN,ppmd,2,1.290855169296264,22
YATSERVER,BINCSVL2,BCLEAN,ppmd,2,1.434612512588501,23
YATSERVER,BINCSVL2,BCLEAN,ppmd,2,1.377958297729492,24
YATSERVER,BINCSVL2,BCLEAN,ppmd,2,1.305873870849609,25
YATSERVER,BINCSVL2,BCLEAN,ppmd,2,1.291233777999878,26
YATSERVER,BINCSVL2,BCLEAN,ppmd,2,1.3727407455444331,27
YATSERVER,BINCSVL2,BCLEAN,ppmd,2,1.300029277801513,28
YATSERVER,BINCSVL2,BCLEAN,ppmd,2,1.289074182510376,29
YATSERVER,BINCSVL2,BCLEAN,zlib,2,0.48627805709838806,0
YATSERVER,BINCSVL2,BCLEAN,zlib,2,0.483581066131591,1
YATSERVER,BINCSVL2,BCLEAN,zlib,2,0.48723697662353505,2
YATSERVER,BINCSVL2,BCLEAN,zlib,2,0.481222867965698,3
YATSERVER,BINCSVL2,BCLEAN,zlib,2,0.5008137226104731,4
YATSERVER,BINCSVL2,BCLEAN,zlib,2,0.47581243515014604,5
YATSERVER,BINCSVL2,BCLEAN,zlib,2,0.47789859771728505,6
YATSERVER,BINCSVL2,BCLEAN,zlib,2,0.48190212249755804,7
YATSERVER,BINCSVL2,BCLEAN,zlib,2,0.49589204788208,8
YATSERVER,BINCSVL2,BCLEAN,zlib,2,0.48555302619934004,9
YATSERVER,BINCSVL2,BCLEAN,zlib,2,0.486821413040161,10
YATSERVER,BINCSVL2,BCLEAN,zlib,2,0.488595724105834,11
YATSERVER,BINCSVL2,BCLEAN,zlib,2,0.484004259109497,12
YATSERVER,BINCSVL2,BCLEAN,zlib,2,0.477332115173339,13
YATSERVER,BINCSVL2,BCLEAN,zlib,2,0.483367443084716,14
YATSERVER,BINCSVL2,BCLEAN,zlib,2,0.48600530624389604,15
YATSERVER,BINCSVL2,BCLEAN,zlib,2,0.498216867446899,16
YATSERVER,BINCSVL2,BCLEAN,zlib,2,0.480296373367309,17
YATSERVER,BINCSVL2,BCLEAN,zlib,2,0.48704862594604403,18
YATSERVER,BINCSVL2,BCLEAN,zlib,2,0.49405717849731406,19
YATSERVER,BINCSVL2,BCLEAN,zlib,2,0.47798490524291903,20
YATSERVER,BINCSVL2,BCLEAN,zlib,2,0.48319578170776306,21
YATSERVER,BINCSVL2,BCLEAN,zlib,2,0.49053120613098106,22
YATSERVER,BINCSVL2,BCLEAN,zlib,2,0.49083805084228505,23
YATSERVER,BINCSVL2,BCLEAN,zlib,2,0.48116922378540006,24
YATSERVER,BINCSVL2,BCLEAN,zlib,2,0.48960518836975103,25
YATSERVER,BINCSVL2,BCLEAN,zlib,2,0.477048873901367,26
YATSERVER,BINCSVL2,BCLEAN,zlib,2,0.48409390449523904,27
YATSERVER,BINCSVL2,BCLEAN,zlib,2,0.49160361289978005,28
YATSERVER,BINCSVL2,BCLEAN,zlib,2,0.47743511199951105,29
YATSERVER,BINCSVL2,INFINITE,heif,7,112.90198349952698,0
YATSERVER,BINCSVL2,INFINITE,heif,7,111.46827864646912,1
YATSERVER,BINCSVL2,INFINITE,heif,7,113.42542362213135,2
YATSERVER,BINCSVL2,INFINITE,heif,7,110.22877883911133,3
YATSERVER,BINCSVL2,INFINITE,heif,7,123.76118874549866,4
YATSERVER,BINCSVL2,INFINITE,heif,7,111.8572769165039,5
YATSERVER,BINCSVL2,INFINITE,heif,7,111.36102509498596,6
YATSERVER,BINCSVL2,INFINITE,heif,7,115.14220809936523,7
YATSERVER,BINCSVL2,INFINITE,heif,7,111.0259211063385,8
YATSERVER,BINCSVL2,INFINITE,heif,7,114.88673186302185,9
YATSERVER,BINCSVL2,INFINITE,heif,7,110.30073142051697,10
YATSERVER,BINCSVL2,INFINITE,heif,7,110.42148947715759,11
YATSERVER,BINCSVL2,INFINITE,heif,7,116.29127311706543,12
YATSERVER,BINCSVL2,INFINITE,heif,7,111.9048159122467,13
YATSERVER,BINCSVL2,INFINITE,heif,7,113.90821313858032,14
YATSERVER,BINCSVL2,INFINITE,heif,7,111.26150298118591,15
YATSERVER,BINCSVL2,INFINITE,heif,7,115.33596563339233,16
YATSERVER,BINCSVL2,INFINITE,heif,7,111.3227891921997,17
YATSERVER,BINCSVL2,INFINITE,heif,7,111.8422338962555,18
YATSERVER,BINCSVL2,INFINITE,heif,7,114.25314235687256,19
YATSERVER,BINCSVL2,INFINITE,heif,7,112.03306770324707,20
YATSERVER,BINCSVL2,INFINITE,heif,7,113.8407576084137,21
YATSERVER,BINCSVL2,INFINITE,heif,7,110.89010167121887,22
YATSERVER,BINCSVL2,INFINITE,heif,7,111.67607188224792,23
YATSERVER,BINCSVL2,INFINITE,heif,7,114.80860257148743,24
YATSERVER,BINCSVL2,INFINITE,heif,7,111.77483987808228,25
YATSERVER,BINCSVL2,INFINITE,heif,7,114.65753102302551,26
YATSERVER,BINCSVL2,INFINITE,heif,7,111.93328738212585,27
YATSERVER,BINCSVL2,INFINITE,heif,7,116.40219402313232,28
YATSERVER,BINCSVL2,INFINITE,heif,7,111.54244017601013,29
YATSERVER,BINCSVL2,INFINITE,entropy,2,2.520647287368774,0
YATSERVER,BINCSVL2,INFINITE,entropy,2,5.735935926437378,1
YATSERVER,BINCSVL2,INFINITE,entropy,2,2.467610836029052,2
YATSERVER,BINCSVL2,INFINITE,entropy,2,2.422672271728515,3
YATSERVER,BINCSVL2,INFINITE,entropy,2,1.546689510345459,4
YATSERVER,BINCSVL2,INFINITE,entropy,2,1.465441703796386,5
YATSERVER,BINCSVL2,INFINITE,entropy,2,1.552004337310791,6
YATSERVER,BINCSVL2,INFINITE,entropy,2,1.162456750869751,7
YATSERVER,BINCSVL2,INFINITE,entropy,2,1.228573083877563,8
YATSERVER,BINCSVL2,INFINITE,entropy,2,1.261356592178344,9
YATSERVER,BINCSVL2,INFINITE,entropy,2,1.259528398513794,10
YATSERVER,BINCSVL2,INFINITE,entropy,2,1.3441376686096191,11
YATSERVER,BINCSVL2,INFINITE,entropy,2,1.267673254013061,12
YATSERVER,BINCSVL2,INFINITE,entropy,2,1.433306455612182,13
YATSERVER,BINCSVL2,INFINITE,entropy,2,1.238295555114746,14
YATSERVER,BINCSVL2,INFINITE,entropy,2,1.204295873641967,15
YATSERVER,BINCSVL2,INFINITE,entropy,2,1.234062671661377,16
YATSERVER,BINCSVL2,INFINITE,entropy,2,4.425081014633179,17
YATSERVER,BINCSVL2,INFINITE,entropy,2,1.5751497745513912,18
YATSERVER,BINCSVL2,INFINITE,entropy,2,1.498007535934448,19
YATSERVER,BINCSVL2,INFINITE,entropy,2,1.571337699890136,20
YATSERVER,BINCSVL2,INFINITE,entropy,2,1.6080114841461182,21
YATSERVER,BINCSVL2,INFINITE,entropy,2,1.296858310699463,22
YATSERVER,BINCSVL2,INFINITE,entropy,2,1.292419910430908,23
YATSERVER,BINCSVL2,INFINITE,entropy,2,1.241892576217651,24
YATSERVER,BINCSVL2,INFINITE,entropy,2,1.267707824707031,25
YATSERVER,BINCSVL2,INFINITE,entropy,2,1.24027132987976,26
YATSERVER,BINCSVL2,INFINITE,entropy,2,1.434623956680297,27
YATSERVER,BINCSVL2,INFINITE,entropy,2,1.242444992065429,28
YATSERVER,BINCSVL2,INFINITE,entropy,2,1.256941080093383,29
YATSERVER,BINCSVL2,INFINITE,ppmd,2,1.58144998550415,0
YATSERVER,BINCSVL2,INFINITE,ppmd,2,1.531181335449218,1
YATSERVER,BINCSVL2,INFINITE,ppmd,2,1.300498008728027,2
YATSERVER,BINCSVL2,INFINITE,ppmd,2,1.309542655944824,3
YATSERVER,BINCSVL2,INFINITE,ppmd,2,1.297174930572509,4
YATSERVER,BINCSVL2,INFINITE,ppmd,2,1.33216381072998,5
YATSERVER,BINCSVL2,INFINITE,ppmd,2,1.299753665924072,6
YATSERVER,BINCSVL2,INFINITE,ppmd,2,1.337043285369873,7
YATSERVER,BINCSVL2,INFINITE,ppmd,2,1.392770051956176,8
YATSERVER,BINCSVL2,INFINITE,ppmd,2,1.343429565429687,9
YATSERVER,BINCSVL2,INFINITE,ppmd,2,1.316929101943969,10
YATSERVER,BINCSVL2,INFINITE,ppmd,2,2.664169788360595,11
YATSERVER,BINCSVL2,INFINITE,ppmd,2,1.300087928771972,12
YATSERVER,BINCSVL2,INFINITE,ppmd,2,1.325525760650634,13
YATSERVER,BINCSVL2,INFINITE,ppmd,2,1.33570122718811,14
YATSERVER,BINCSVL2,INFINITE,ppmd,2,1.333658218383789,15
YATSERVER,BINCSVL2,INFINITE,ppmd,2,1.294930934906005,16
YATSERVER,BINCSVL2,INFINITE,ppmd,2,1.301543474197387,17
YATSERVER,BINCSVL2,INFINITE,ppmd,2,1.306405782699585,18
YATSERVER,BINCSVL2,INFINITE,ppmd,2,1.319800376892089,19
YATSERVER,BINCSVL2,INFINITE,ppmd,2,1.298792362213134,20
YATSERVER,BINCSVL2,INFINITE,ppmd,2,1.326740026473999,21
YATSERVER,BINCSVL2,INFINITE,ppmd,2,1.3781530857086182,22
YATSERVER,BINCSVL2,INFINITE,ppmd,2,1.312998056411743,23
YATSERVER,BINCSVL2,INFINITE,ppmd,2,1.317718982696533,24
YATSERVER,BINCSVL2,INFINITE,ppmd,2,1.289995670318603,25
YATSERVER,BINCSVL2,INFINITE,ppmd,2,1.318570137023925,26
YATSERVER,BINCSVL2,INFINITE,ppmd,2,1.307681322097778,27
YATSERVER,BINCSVL2,INFINITE,ppmd,2,2.735302209854126,28
YATSERVER,BINCSVL2,INFINITE,ppmd,2,3.11839747428894,29
YATSERVER,BINCSVL2,INFINITE,zlib,3,0.630551099777221,0
YATSERVER,BINCSVL2,INFINITE,zlib,3,0.609127759933471,1
YATSERVER,BINCSVL2,INFINITE,zlib,3,0.6176824569702141,2
YATSERVER,BINCSVL2,INFINITE,zlib,3,0.6047070026397701,3
YATSERVER,BINCSVL2,INFINITE,zlib,3,0.6150460243225091,4
YATSERVER,BINCSVL2,INFINITE,zlib,3,0.6103806495666501,5
YATSERVER,BINCSVL2,INFINITE,zlib,3,0.6213579177856441,6
YATSERVER,BINCSVL2,INFINITE,zlib,3,0.619242668151855,7
YATSERVER,BINCSVL2,INFINITE,zlib,3,0.625073671340942,8
YATSERVER,BINCSVL2,INFINITE,zlib,3,0.615498065948486,9
YATSERVER,BINCSVL2,INFINITE,zlib,3,0.7714855670928951,10
YATSERVER,BINCSVL2,INFINITE,zlib,3,0.801848888397216,11
YATSERVER,BINCSVL2,INFINITE,zlib,3,0.649482488632202,12
YATSERVER,BINCSVL2,INFINITE,zlib,3,0.66037917137146,13
YATSERVER,BINCSVL2,INFINITE,zlib,3,0.626178979873657,14
YATSERVER,BINCSVL2,INFINITE,zlib,3,0.616174936294555,15
YATSERVER,BINCSVL2,INFINITE,zlib,3,0.6162176132202141,16
YATSERVER,BINCSVL2,INFINITE,zlib,3,0.6148018836975091,17
YATSERVER,BINCSVL2,INFINITE,zlib,3,0.613710880279541,18
YATSERVER,BINCSVL2,INFINITE,zlib,3,0.6162004470825191,19
YATSERVER,BINCSVL2,INFINITE,zlib,3,0.616912126541137,20
YATSERVER,BINCSVL2,INFINITE,zlib,3,0.6199622154235841,21
YATSERVER,BINCSVL2,INFINITE,zlib,3,0.6213991641998291,22
YATSERVER,BINCSVL2,INFINITE,zlib,3,0.624297857284545,23
