compressor,mean_0-10 repetições,mean_0-30 repetições,std_0-10 repetições,std_0-30 repetições,std_diff_%,mean_diff_%,application,load,type
zlib,0.64361982345581,0.652777004241943,0.0067632403973339585,0.01452899026458416,-53.450031460066285,-1.4028038252920654,YATSERVER,BINCSVL1,UNLOCK
entropy,1.6620264530181885,1.5350605726242064,1.0423988915334583,0.8241653918621269,26.479333132182685,8.2710664750468,YATSERVER,BINCSVL2,ALTCONTROL
heif,185.30768058300018,188.29144277572632,2.8403166467562673,8.793189472103936,-67.69867571070695,-1.5846509797474448,YATSERVER,BINCSVL2,ALTCONTROL
ppmd,20.73388726711273,20.74817813237508,1.0762849619564696,1.2725549613126548,-15.42330235809465,-0.06887768733800524,YATSERVER,BINCSVL2,ALTCONTROL
zlib,6.269659113883972,6.288022804260254,0.0968788647960618,0.10980256940747098,-11.769947352916727,-0.2920423628845563,YATSERVER,BINCSVL2,ALTCONTROL
entropy,1.925784039497375,1.9125044981638588,0.9952137063604657,0.8261588717594155,20.462751218906043,0.6943534692998414,YATSERVER,BINCSVL2,BCLEAN
heif,452.56273701190946,451.3952891508738,5.999268790293228,4.233561313784531,41.70737933473482,0.25863093592132336,YATSERVER,BINCSVL2,BCLEAN
ppmd,1.30565972328186,1.3916390577952062,0.021602248894498945,0.2544667478155417,-91.51077730982831,-6.178278342486625,YATSERVER,BINCSVL2,BCLEAN
zlib,0.48561909198760944,0.48551473617553664,0.007692271159433384,0.006456956202378327,19.13153687801145,0.021493850607877066,YATSERVER,BINCSVL2,BCLEAN
entropy,2.136338829994201,1.7098478555679317,1.3733104841451766,1.0008583400994466,37.213272760331165,24.943211937684893,YATSERVER,BINCSVL2,INFINITE
heif,113.60588164329529,113.08199558258056,3.921260313366174,2.710473076636038,44.67069778951066,0.4632798156910409,YATSERVER,BINCSVL2,INFINITE
ppmd,1.3725007295608518,1.4876036405563349,0.10170426830864143,0.46716469268694943,-78.22946170788762,-7.7374717201173855,YATSERVER,BINCSVL2,INFINITE
zlib,0.6168667316436762,0.6326310555140172,0.007717981887156229,0.043528244206377804,-82.2690254847785,-2.491866899820839,YATSERVER,BINCSVL2,INFINITE
entropy,6.601733016967773,5.161662292480469,2.398037967304059,1.8683942407942407,28.347535811535725,27.899359603304642,YATSERVER,BINCSVL2,MONO
heif,214.41521701812744,193.59031901359558,39.518194222451584,26.751301524718386,47.724379637889776,10.75720010723747,YATSERVER,BINCSVL2,MONO
ppmd,1.6032836437225337,1.4945136070251464,0.5481990944200034,0.4536423461083051,20.843898089073733,7.277955596128423,YATSERVER,BINCSVL2,MONO
zlib,0.792213463783264,0.7622081995010372,0.15033525393357494,0.0923022377660036,62.87281605749523,3.936623130250895,YATSERVER,BINCSVL2,MONO
entropy,22.63060827255249,21.43743543624878,1.9072589103402502,2.087583610806798,-8.637963027351843,5.56583757349147,YATSERVER,BINCSVL2,NOBREAK
heif,98.86796901226043,98.47831412951152,2.195790429137766,2.14965891550275,2.1459922456687415,0.39567582588433464,YATSERVER,BINCSVL2,NOBREAK
ppmd,7.184919691085815,6.900999744733174,1.2259437968131648,1.1300743254370498,8.48346601795754,4.114185724602116,YATSERVER,BINCSVL2,NOBREAK
zlib,1.2267465114593503,1.2379489819208775,0.022060367768884176,0.04011275514060465,-45.004107318090234,-0.9049218202954361,YATSERVER,BINCSVL2,NOBREAK
entropy,2.742185091972351,2.923163119951884,0.978455291254834,0.9972296526529741,-1.8826517390647064,-6.1911710210175315,YATSERVER,BINCSVL2,SLEEP
heif,148.5286879301071,147.46492108503978,3.5673790202865114,3.7498531288709764,-4.86616681542952,0.7213694194118774,YATSERVER,BINCSVL2,SLEEP
ppmd,1.6170191287994382,1.57458279132843,0.9883917440403377,0.7858760741964887,25.769415368817416,2.6950845458691854,YATSERVER,BINCSVL2,SLEEP
zlib,1.2313478708267207,1.2329507191975906,0.027605211170505548,0.028883456967404627,-4.425529112881455,-0.1300010086301763,YATSERVER,BINCSVL2,SLEEP
entropy,3.651274871826172,2.7674321810404456,1.9335190196556757,1.3801984201643758,40.08993137562074,31.93728456440209,YATSERVER,BINCSVL2,SWAP
heif,82.16445555686951,82.08020904858907,1.5586569232216296,1.59524449874584,-2.2935403038828905,0.10263924672824887,YATSERVER,BINCSVL2,SWAP
ppmd,2.4948903560638427,2.4580840110778803,0.9996278985915393,0.9772746373551192,2.2873059815526,1.4973591146635634,YATSERVER,BINCSVL2,SWAP
zlib,3.1534384012222287,3.1538680632909135,0.08069984455953386,0.06532222489441253,23.54117559525546,-0.01362333680618349,YATSERVER,BINCSVL2,SWAP
entropy,6.653822731971741,6.398574662208557,1.1085178194031506,1.3379519969543012,-17.148162121917075,3.9891395074396327,YATSERVER,BINCSVL2,UNLOCK
heif,221.50896413326262,221.76161114374796,2.4647345418107025,2.607190982217188,-5.463981786456583,-0.11392729750757671,YATSERVER,BINCSVL2,UNLOCK
ppmd,1.8407322168350215,1.9696539163589475,0.4466652873620409,0.7392208958386021,-39.57620923914417,-6.5453985826224415,YATSERVER,BINCSVL2,UNLOCK
zlib,0.48873174190521207,0.48947865962982134,0.009536286404221578,0.015427435957237572,-38.18618705885628,-0.15259454317664176,YATSERVER,BINCSVL2,UNLOCK
entropy,0.9957024097442625,1.026292498906453,0.07660994821785676,0.2377275030348729,-67.77404917822292,-2.980640430947827,YATSERVER,BINCSVL3,ALTCONTROL
heif,39.333743000030516,39.22909004688263,1.3678743247136742,1.4201313868851095,-3.67973432979712,0.26677384824071454,YATSERVER,BINCSVL3,ALTCONTROL
ppmd,20.61759760379791,20.51786864598592,1.4593677257266562,1.3127504312326268,11.168710442270498,0.486059051905965,YATSERVER,BINCSVL3,ALTCONTROL
zlib,6.391791772842407,6.341215435663859,0.2626356673768738,0.1546281363545015,69.84985628666799,0.7975811213430849,YATSERVER,BINCSVL3,ALTCONTROL
entropy,1.1775214672088619,1.1286942640940345,0.5598913878835338,0.4707044931222577,18.947534188527758,4.325990187787419,YATSERVER,BINCSVL3,BCLEAN
heif,139.06748266220092,139.09830792744955,3.217101542503621,2.815178233141647,14.277011118881841,-0.02216077658163543,YATSERVER,BINCSVL3,BCLEAN
ppmd,1.4148047447204586,1.4022548357645666,0.41929024532003906,0.3957191997900906,5.956507933517428,0.8949806152067437,YATSERVER,BINCSVL3,BCLEAN
zlib,0.6500176191329952,0.6404947121938065,0.022785892828149672,0.01591296147517916,43.19077478878351,1.486804927174347,YATSERVER,BINCSVL3,BCLEAN
entropy,1.2677111625671382,1.4410241365432734,0.045718120744875204,0.631527592188765,-92.76070890482802,-12.027069469625825,YATSERVER,BINCSVL3,INFINITE
heif,664.07473154068,662.5856870492299,9.10244996469511,9.413577481542415,-3.3050932810331215,0.2247323660251975,YATSERVER,BINCSVL3,INFINITE
ppmd,1.36865541934967,1.5817901849746703,0.20019883289836507,0.8038838378269332,-75.09604951885281,-13.474275390602022,YATSERVER,BINCSVL3,INFINITE
zlib,0.4944900035858148,0.49944330851236934,0.003998197452209988,0.018165891077619113,-77.99063401224574,-0.9917651997998232,YATSERVER,BINCSVL3,INFINITE
entropy,1.520183706283569,1.6843617916107172,0.02020939390188833,0.45927132439498847,-95.5996830569575,-9.747198383676727,YATSERVER,BINCSVL3,MONO
heif,77.93925008773803,77.28123618761698,1.9342735368613835,1.7007169660956274,13.732830060603026,0.8514536420245358,YATSERVER,BINCSVL3,MONO
ppmd,2.0266684770584105,1.9659766753514605,0.9850732939615737,0.8369983108486919,17.691192585889222,3.0871069055842195,YATSERVER,BINCSVL3,MONO
zlib,0.49325630664825404,0.4970285336176551,0.007606519222336731,0.01626061660145418,-53.221212892649575,-0.7589558172736373,YATSERVER,BINCSVL3,MONO
